Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       40.00% |       23.81% |       1.6984 |       1.8032 |          0.0010 |
|       5 |          50 |       00:00:26 |       90.00% |       52.38% |       0.6351 |       1.3292 |          0.0010 |
|      10 |         100 |       00:00:51 |       80.00% |       57.14% |       0.7234 |       1.1302 |          0.0010 |
|      14 |         150 |       00:01:15 |      100.00% |       61.90% |       0.3047 |       1.0987 |          0.0001 |
|      19 |         200 |       00:01:39 |       70.00% |       71.43% |       1.0375 |       1.0610 |          0.0001 |
|      23 |         250 |       00:02:04 |       90.00% |       61.90% |       0.4014 |       1.2549 |      1.0000e-05 |
|      28 |         300 |       00:02:28 |      100.00% |       61.90% |       0.3158 |       1.3767 |      1.0000e-05 |
|      32 |         350 |       00:02:52 |       90.00% |       71.43% |       0.2421 |       1.2488 |      1.0000e-06 |
|      37 |         400 |       00:03:17 |       90.00% |       71.43% |       0.3530 |       1.1260 |      1.0000e-06 |
|      41 |         450 |       00:03:41 |       90.00% |       61.90% |       0.5610 |       1.2042 |      1.0000e-07 |
|      46 |         500 |       00:04:06 |      100.00% |       66.67% |       0.1595 |       1.1785 |      1.0000e-07 |
|      50 |         550 |       00:04:30 |      100.00% |       66.67% |       0.2176 |       1.1979 |      1.0000e-07 |
|      55 |         600 |       00:04:55 |       80.00% |       61.90% |       0.4371 |       1.2087 |      1.0000e-08 |
|      60 |         650 |       00:05:20 |      100.00% |       57.14% |       0.2886 |       1.2021 |      1.0000e-08 |
|      64 |         700 |       00:05:44 |       90.00% |       61.90% |       0.2366 |       1.2510 |      1.0000e-09 |
|      69 |         750 |       00:06:09 |       80.00% |       66.67% |       0.5825 |       1.2746 |      1.0000e-09 |
|      73 |         800 |       00:06:33 |       90.00% |       66.67% |       0.2290 |       1.1558 |      1.0000e-10 |
|      78 |         850 |       00:06:58 |       90.00% |       66.67% |       0.3163 |       1.2202 |      1.0000e-10 |
|      82 |         900 |       00:07:22 |       90.00% |       61.90% |       0.2994 |       1.2382 |      1.0000e-11 |
|      87 |         950 |       00:07:48 |       90.00% |       57.14% |       0.2986 |       1.2184 |      1.0000e-11 |
|      91 |        1000 |       00:08:13 |      100.00% |       66.67% |       0.2520 |       1.1875 |      1.0000e-12 |
|      96 |        1050 |       00:08:38 |       90.00% |       61.90% |       0.3742 |       1.2049 |      1.0000e-12 |
|     100 |        1100 |       00:09:03 |       90.00% |       61.90% |       0.3291 |       1.2454 |      1.0000e-12 |
|======================================================================================================================|
