Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:01 |       20.00% |       23.81% |       2.0136 |       1.7376 |          0.0010 |
|       5 |          50 |       00:00:26 |       70.00% |       61.90% |       0.8464 |       0.9394 |          0.0010 |
|      10 |         100 |       00:00:51 |      100.00% |       66.67% |       0.1303 |       0.6358 |          0.0010 |
|      14 |         150 |       00:01:16 |      100.00% |       71.43% |       0.1785 |       0.5678 |          0.0001 |
|      19 |         200 |       00:01:41 |      100.00% |       66.67% |       0.1804 |       0.6189 |          0.0001 |
|      23 |         250 |       00:02:06 |       90.00% |       61.90% |       0.4382 |       0.7064 |      1.0000e-05 |
|      28 |         300 |       00:02:31 |       90.00% |       66.67% |       0.2367 |       0.5437 |      1.0000e-05 |
|      32 |         350 |       00:02:55 |       80.00% |       61.90% |       0.4668 |       0.5902 |      1.0000e-06 |
|      37 |         400 |       00:03:20 |       80.00% |       61.90% |       0.4679 |       0.5967 |      1.0000e-06 |
|      41 |         450 |       00:03:45 |      100.00% |       66.67% |       0.2387 |       0.5904 |      1.0000e-07 |
|      46 |         500 |       00:04:10 |      100.00% |       66.67% |       0.1843 |       0.6795 |      1.0000e-07 |
|      50 |         550 |       00:04:35 |      100.00% |       61.90% |       0.1156 |       0.6438 |      1.0000e-07 |
|      55 |         600 |       00:05:00 |       90.00% |       66.67% |       0.1435 |       0.6017 |      1.0000e-08 |
|      60 |         650 |       00:05:25 |      100.00% |       61.90% |       0.2428 |       0.5858 |      1.0000e-08 |
|      64 |         700 |       00:05:50 |       90.00% |       66.67% |       0.3342 |       0.5981 |      1.0000e-09 |
|      69 |         750 |       00:06:15 |       90.00% |       66.67% |       0.2643 |       0.5181 |      1.0000e-09 |
|      73 |         800 |       00:06:40 |      100.00% |       61.90% |       0.1978 |       0.6506 |      1.0000e-10 |
|      78 |         850 |       00:07:05 |       80.00% |       66.67% |       0.5990 |       0.5858 |      1.0000e-10 |
|      82 |         900 |       00:07:31 |      100.00% |       61.90% |       0.1723 |       0.5858 |      1.0000e-11 |
|      87 |         950 |       00:07:55 |       90.00% |       66.67% |       0.2376 |       0.5125 |      1.0000e-11 |
|      91 |        1000 |       00:08:20 |      100.00% |       61.90% |       0.2056 |       0.5852 |      1.0000e-12 |
|      96 |        1050 |       00:08:46 |       90.00% |       61.90% |       0.2968 |       0.6124 |      1.0000e-12 |
|     100 |        1100 |       00:09:10 |       80.00% |       71.43% |       0.4803 |       0.5251 |      1.0000e-12 |
|======================================================================================================================|
